layer,module,loss,samples,damp,time
0,self_attn.q_proj,0.0000050910,0.05000,1.382
0,self_attn.k_proj,0.0000026552,0.05000,1.426
0,self_attn.v_proj,0.0000001216,0.05000,1.612
0,self_attn.o_proj,0.0000000020,0.05000,0.587
0,mlp.up_proj,0.0000125129,0.05000,0.857
0,mlp.gate_proj,0.0000142160,0.05000,0.863
0,mlp.down_proj,0.0000000582,0.05000,1.447
1,self_attn.v_proj,0.0000009271,0.05000,1.374
1,self_attn.q_proj,0.0000234306,0.05000,1.379
1,self_attn.k_proj,0.0000097041,0.05000,1.379
1,self_attn.o_proj,0.0000000180,0.05000,0.602
1,mlp.up_proj,0.0000186349,0.05000,0.858
1,mlp.gate_proj,0.0000222142,0.05000,0.865
1,mlp.down_proj,0.0000000826,0.05000,1.523
2,self_attn.q_proj,0.0000267603,0.05000,1.401
2,self_attn.k_proj,0.0000112801,0.05000,1.402
2,self_attn.v_proj,0.0000015024,0.05000,1.408
2,self_attn.o_proj,0.0000000355,0.05000,0.621
2,mlp.gate_proj,0.0000393933,0.05000,0.931
2,mlp.up_proj,0.0000306449,0.05000,0.937
2,mlp.down_proj,0.0000155347,0.05000,1.587
3,self_attn.v_proj,0.0000040551,0.05000,1.438
3,self_attn.k_proj,0.0000198255,0.05000,1.443
3,self_attn.q_proj,0.0000541691,0.05000,1.446
3,self_attn.o_proj,0.0000000301,0.05000,0.570
3,mlp.up_proj,0.0000408994,0.05000,0.853
3,mlp.gate_proj,0.0000557422,0.05000,0.859
3,mlp.down_proj,0.0000002740,0.05000,1.467
4,self_attn.k_proj,0.0000190665,0.05000,1.390
4,self_attn.q_proj,0.0000534308,0.05000,1.392
4,self_attn.v_proj,0.0000047580,0.05000,1.394
4,self_attn.o_proj,0.0000000792,0.05000,0.621
4,mlp.gate_proj,0.0000672884,0.05000,0.857
4,mlp.up_proj,0.0000498805,0.05000,0.863
4,mlp.down_proj,0.0000004168,0.05000,1.503
5,self_attn.q_proj,0.0000617841,0.05000,1.400
5,self_attn.v_proj,0.0000054449,0.05000,1.405
5,self_attn.k_proj,0.0000229042,0.05000,1.407
5,self_attn.o_proj,0.0000001376,0.05000,0.604
5,mlp.gate_proj,0.0000768205,0.05000,0.848
5,mlp.up_proj,0.0000609233,0.05000,0.851
5,mlp.down_proj,0.0000005331,0.05000,1.485
6,self_attn.q_proj,0.0000652446,0.05000,1.441
6,self_attn.k_proj,0.0000225443,0.05000,1.448
6,self_attn.v_proj,0.0000070269,0.05000,1.450
6,self_attn.o_proj,0.0000001873,0.05000,0.652
6,mlp.gate_proj,0.0000835812,0.05000,0.833
6,mlp.up_proj,0.0000686389,0.05000,0.836
6,mlp.down_proj,0.0000005957,0.05000,1.467
7,self_attn.q_proj,0.0000771717,0.05000,1.348
7,self_attn.v_proj,0.0000076138,0.05000,1.353
7,self_attn.k_proj,0.0000280816,0.05000,1.358
7,self_attn.o_proj,0.0000002126,0.05000,0.604
7,mlp.up_proj,0.0000741691,0.05000,0.879
7,mlp.gate_proj,0.0001016431,0.05000,0.890
7,mlp.down_proj,0.0000006280,0.05000,1.411
8,self_attn.v_proj,0.0000071293,0.05000,1.351
8,self_attn.k_proj,0.0000251630,0.05000,1.356
8,self_attn.q_proj,0.0000669819,0.05000,1.358
8,self_attn.o_proj,0.0000001895,0.05000,0.626
8,mlp.gate_proj,0.0000914375,0.05000,0.820
8,mlp.up_proj,0.0000739396,0.05000,0.826
8,mlp.down_proj,0.0000005875,0.05000,1.532
9,self_attn.q_proj,0.0000806042,0.05000,1.396
9,self_attn.v_proj,0.0000078246,0.05000,1.400
9,self_attn.k_proj,0.0000312775,0.05000,1.402
9,self_attn.o_proj,0.0000002408,0.05000,0.632
9,mlp.gate_proj,0.0000908540,0.05000,0.890
9,mlp.up_proj,0.0000759938,0.05000,0.899
9,mlp.down_proj,0.0000006059,0.05000,1.489
10,self_attn.k_proj,0.0000284617,0.05000,1.381
10,self_attn.q_proj,0.0000735121,0.05000,1.386
10,self_attn.v_proj,0.0000070504,0.05000,1.390
10,self_attn.o_proj,0.0000002129,0.05000,0.608
10,mlp.up_proj,0.0000759414,0.05000,0.894
10,mlp.gate_proj,0.0000828008,0.05000,0.900
10,mlp.down_proj,0.0000006120,0.05000,1.468
11,self_attn.v_proj,0.0000064106,0.05000,1.424
11,self_attn.k_proj,0.0000370734,0.05000,1.432
11,self_attn.q_proj,0.0000847577,0.05000,1.433
11,self_attn.o_proj,0.0000002413,0.05000,0.643
11,mlp.up_proj,0.0000726336,0.05000,0.842
11,mlp.gate_proj,0.0000700734,0.05000,0.847
11,mlp.down_proj,0.0000005705,0.05000,1.508
12,self_attn.v_proj,0.0000066720,0.05000,1.425
12,self_attn.k_proj,0.0000284139,0.05000,1.429
12,self_attn.q_proj,0.0000698107,0.05000,1.433
12,self_attn.o_proj,0.0000002328,0.05000,0.551
12,mlp.gate_proj,0.0000621749,0.05000,0.900
12,mlp.up_proj,0.0000665507,0.05000,0.905
12,mlp.down_proj,0.0000005121,0.05000,1.512
13,self_attn.q_proj,0.0000884859,0.05000,1.418
13,self_attn.v_proj,0.0000081855,0.05000,1.424
13,self_attn.k_proj,0.0000350578,0.05000,1.425
13,self_attn.o_proj,0.0000002612,0.05000,0.622
13,mlp.up_proj,0.0000696590,0.05000,0.926
13,mlp.gate_proj,0.0000642106,0.05000,0.936
13,mlp.down_proj,0.0000005317,0.05000,1.449
14,self_attn.q_proj,0.0000843465,0.05000,1.398
14,self_attn.k_proj,0.0000339952,0.05000,1.405
14,self_attn.v_proj,0.0000086183,0.05000,1.408
14,self_attn.o_proj,0.0000002659,0.05000,0.557
14,mlp.up_proj,0.0000718503,0.05000,0.846
14,mlp.gate_proj,0.0000671607,0.05000,0.850
14,mlp.down_proj,0.0000005670,0.05000,1.465
15,self_attn.v_proj,0.0000091670,0.05000,1.403
15,self_attn.k_proj,0.0000261479,0.05000,1.409
15,self_attn.q_proj,0.0000736555,0.05000,1.411
15,self_attn.o_proj,0.0000003279,0.05000,0.553
15,mlp.gate_proj,0.0000659288,0.05000,0.837
15,mlp.up_proj,0.0000735419,0.05000,0.912
15,mlp.down_proj,0.0000006474,0.05000,1.438
16,self_attn.k_proj,0.0000347287,0.05000,1.383
16,self_attn.q_proj,0.0001000775,0.05000,1.389
16,self_attn.v_proj,0.0000105995,0.05000,1.394
16,self_attn.o_proj,0.0000003771,0.05000,0.555
16,mlp.up_proj,0.0000761852,0.05000,0.919
16,mlp.gate_proj,0.0000764775,0.05000,0.927
16,mlp.down_proj,0.0000008211,0.05000,1.511
17,self_attn.v_proj,0.0000103665,0.05000,1.406
17,self_attn.k_proj,0.0000355095,0.05000,1.413
17,self_attn.q_proj,0.0000946844,0.05000,1.414
17,self_attn.o_proj,0.0000003212,0.05000,0.578
17,mlp.up_proj,0.0000800818,0.05000,0.898
17,mlp.gate_proj,0.0000821380,0.05000,0.904
17,mlp.down_proj,0.0000010391,0.05000,1.569
18,self_attn.v_proj,0.0000097678,0.05000,1.420
18,self_attn.q_proj,0.0000943511,0.05000,1.425
18,self_attn.k_proj,0.0000329892,0.05000,1.426
18,self_attn.o_proj,0.0000002282,0.05000,0.622
18,mlp.up_proj,0.0000849310,0.05000,0.930
18,mlp.gate_proj,0.0000917952,0.05000,0.935
18,mlp.down_proj,0.0000012134,0.05000,1.534
19,self_attn.v_proj,0.0000108003,0.05000,1.439
19,self_attn.q_proj,0.0000980913,0.05000,1.440
19,self_attn.k_proj,0.0000399402,0.05000,1.446
19,self_attn.o_proj,0.0000003153,0.05000,0.558
19,mlp.gate_proj,0.0001102005,0.05000,0.902
19,mlp.up_proj,0.0001053227,0.05000,0.905
19,mlp.down_proj,0.0000015849,0.05000,1.536
20,self_attn.k_proj,0.0000361487,0.05000,1.407
20,self_attn.q_proj,0.0001011730,0.05000,1.413
20,self_attn.v_proj,0.0000124543,0.05000,1.415
20,self_attn.o_proj,0.0000003721,0.05000,0.619
20,mlp.up_proj,0.0001329280,0.05000,0.889
20,mlp.gate_proj,0.0001323733,0.05000,0.895
20,mlp.down_proj,0.0000024103,0.05000,1.563
21,self_attn.v_proj,0.0000146272,0.05000,1.541
21,self_attn.k_proj,0.0000320848,0.05000,1.542
21,self_attn.q_proj,0.0000941369,0.05000,1.546
21,self_attn.o_proj,0.0000003076,0.05000,0.579
21,mlp.gate_proj,0.0001873402,0.05000,0.882
21,mlp.up_proj,0.0001404143,0.05000,0.890
21,mlp.down_proj,0.0000027806,0.05000,1.515
22,self_attn.k_proj,0.0000306186,0.05000,1.455
22,self_attn.q_proj,0.0000986363,0.05000,1.459
22,self_attn.v_proj,0.0000207641,0.05000,1.463
22,self_attn.o_proj,0.0000004978,0.05000,0.567
22,mlp.gate_proj,0.0002257395,0.05000,0.878
22,mlp.up_proj,0.0001634563,0.05000,0.885
22,mlp.down_proj,0.0000036474,0.05000,1.509
23,self_attn.q_proj,0.0001005777,0.05000,1.457
23,self_attn.v_proj,0.0000379033,0.05000,1.464
23,self_attn.k_proj,0.0000301221,0.05000,1.467
23,self_attn.o_proj,0.0000010005,0.05000,0.643
23,mlp.up_proj,0.0001845170,0.05000,0.851
23,mlp.gate_proj,0.0002632820,0.05000,0.857
23,mlp.down_proj,0.0000051748,0.05000,1.467
24,self_attn.v_proj,0.0000431420,0.05000,1.449
24,self_attn.q_proj,0.0001060739,0.05000,1.453
24,self_attn.k_proj,0.0000325177,0.05000,1.456
24,self_attn.o_proj,0.0000015279,0.05000,0.576
24,mlp.up_proj,0.0001896525,0.05000,0.965
24,mlp.gate_proj,0.0002733884,0.05000,0.969
24,mlp.down_proj,0.0000083849,0.05000,1.577
25,self_attn.q_proj,0.0001025527,0.05000,1.357
25,self_attn.v_proj,0.0000364691,0.05000,1.367
25,self_attn.k_proj,0.0000341554,0.05000,1.368
25,self_attn.o_proj,0.0000019934,0.05000,0.644
25,mlp.gate_proj,0.0003098500,0.05000,0.876
25,mlp.up_proj,0.0001863985,0.05000,0.879
25,mlp.down_proj,0.0000138279,0.05000,1.475
